250,1
251,0
252,0
253,1
254,1
255,0
256,0
257,0
258,1
259,0
260,0
261,0
262,0
263,1
264,0
265,1
266,0
267,1
268,0
269,0
270,1
271,1
272,1
273,0
274,0
275,1
276,0
277,1
278,1
279,0
280,0
281,1
282,1
283,0
284,1
285,0
286,0
287,0
288,1
289,1
290,0
291,0
292,1
293,0
294,1
295,1
296,1
297,1
298,1
299,0
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,0
310,1
311,1
312,1
313,1
314,0
315,0
316,1
317,1
318,0
319,1
320,1
321,0
322,0
323,1
324,1
325,1
326,1
327,0
328,1
329,1
330,0
331,0
332,0
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,0
343,1
344,1
345,0
346,0
347,0
348,1
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,0
357,1
358,1
359,1
360,1
361,0
362,0
363,1
364,1
365,0
366,1
367,1
368,0
369,1
370,0
371,1
372,0
373,0
374,1
375,1
376,0
377,1
378,1
379,0
380,0
381,1
382,1
383,1
384,0
385,0
386,1
387,1
388,0
389,0
390,1
391,0
392,1
393,0
394,1
395,1
396,0
397,0
398,1
399,1
400,1
401,1
402,0
403,0
404,0
405,1
406,0
407,0
408,0
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,0
417,1
418,0
419,1
420,1
421,1
422,0
423,1
424,1
425,0
426,0
427,1
428,1
429,0
430,1
431,0
432,1
433,1
434,1
435,0
436,0
437,0
438,1
439,1
440,0
441,0
442,1
443,0
444,1
445,0
446,1
447,0
448,0
449,1
450,0
451,1
452,0
453,0
454,0
455,1
456,1
457,0
458,1
459,1
460,1
461,1
462,0
463,0
464,1
465,1
466,1
467,1
468,1
469,0
470,0
471,1
472,1
473,0
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,0
482,1
483,0
484,0
485,0
486,1
487,1
488,1
489,1
490,1
491,0
492,0
493,1
494,1
495,0
496,0
497,0
498,0
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,0
507,0
508,1
509,1
510,1
511,1
512,0
513,1
514,0
515,1
516,1
517,0
518,1
519,1
520,0
521,0
522,1
523,0
524,1
525,1
526,0
527,1
528,1
529,1
530,1
531,1
532,1
533,0
534,1
535,1
536,1
537,0
538,0
539,1
540,1
541,0
542,1
543,1
544,0
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,0
562,0
563,1
564,0
565,1
566,0
567,0
568,1
569,0
570,1
571,1
572,0
573,1
574,0
575,1
576,0
577,0
578,1
579,1
580,1
581,0
582,1
583,0
584,1
585,0
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,0
595,0
596,0
597,1
598,1
599,0
600,0
601,0
602,1
603,1
604,1
605,1
606,1
607,0
608,1
609,1
610,1
611,0
612,0
613,0
614,0
615,0
616,1
617,1
618,0
619,1
620,0
621,0
622,0
623,1
624,0
625,1
626,0
627,1
628,1
629,1
630,0
631,1
632,1
633,0
634,0
635,1
636,0
637,1
638,1
639,0
640,1
641,1
642,0
643,0
644,1
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,1
654,0
655,0
656,1
657,0
658,0
659,0
660,0
661,1
662,0
663,0
664,1
665,1
666,1
667,0
668,1
669,1
670,1
671,0
672,0
673,1
674,0
675,1
676,1
677,1
678,1
679,1
680,1
681,0
682,0
683,1
684,0
685,1
686,1
687,1
688,0
689,0
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,0
698,0
699,0
700,0
701,1
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,1
710,1
711,1
712,1
713,1
714,0
715,1
716,0
717,0
718,1
719,0
720,0
721,1
722,1
723,0
724,0
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,0
737,0
738,0
739,1
740,1
741,0
742,1
743,1
744,0
745,1
746,1
747,1
748,0
749,1
750,1
751,1
752,1
753,1
754,0
755,1
756,1
757,1
758,0
759,1
760,0
761,1
762,0
763,1
764,0
765,1
766,0
767,0
768,1
769,0
770,0
771,1
772,1
773,1
774,0
775,1
776,1
777,0
778,1
779,1
780,1
781,0
782,1
783,1
784,0
785,1
786,0
787,0
788,1
789,0
790,1
791,0
792,0
793,1
794,1
795,1
796,1
797,1
798,0
799,1
800,0
801,0
802,1
803,1
804,1
805,0
806,0
807,1
808,1
809,1
810,1
811,0
812,1
813,0
814,1
815,1
816,0
817,1
818,0
819,1
820,1
821,0
822,1
823,0
824,0
825,1
826,1
827,1
828,1
829,0
830,1
831,1
832,0
833,1
834,0
835,0
836,0
837,1
838,1
839,1
840,1
841,1
842,1
843,0
844,1
845,1
846,0
847,1
848,1
849,0
850,1
851,0
852,1
853,1
854,1
855,0
856,0
857,0
858,1
859,0
860,0
861,1
862,1
863,1
864,1
865,1
866,1
867,0
868,1
869,1
870,0
871,1
872,1
873,0
874,0
875,1
876,0
877,1
878,1
879,0
880,0
881,1
882,1
883,1
884,0
885,1
886,0
887,1
888,0
889,0
890,1
891,0
892,1
893,1
894,0
895,1
896,1
897,0
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,1
930,1
931,0
932,0
933,0
934,0
935,1
936,1
937,0
938,0
939,0
940,1
941,1
942,1
943,0
944,0
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,0
954,1
955,0
956,1
957,0
958,1
959,0
960,0
961,1
962,0
963,0
964,0
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,0
973,1
974,1
975,0
976,1
977,0
978,0
979,1
980,1
981,1
982,1
983,0
984,0
985,0
986,0
987,1
988,1
989,1
990,0
991,0
992,1
993,1
994,1
995,1
996,1
997,0
998,0
999,1
1000,1
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,1
1018,1
1019,1
1020,0
1021,1
1022,0
1023,1
1024,0
1025,0
1026,1
1027,0
1028,1
1029,0
1030,1
1031,1
1032,1
1033,0
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,0
1041,1
1042,1
1043,0
1044,1
1045,0
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,0
1057,0
1058,1
1059,1
1060,1
1061,1
1062,1
1063,0
1064,1
1065,0
1066,0
1067,0
1068,0
1069,0
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,0
1085,1
1086,1
1087,1
1088,0
1089,0
1090,0
1091,1
1092,1
1093,0
1094,0
1095,1
1096,1
1097,1
1098,0
1099,0
1100,1
1101,1
1102,1
1103,0
1104,1
1105,1
1106,1
1107,1
1108,1
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,1
1124,0
1125,1
1126,0
1127,0
1128,0
1129,1
1130,0
1131,1
1132,0
1133,1
1134,1
1135,1
1136,1
1137,0
1138,0
1139,1
1140,1
1141,1
1142,0
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1155,0
1156,0
1157,0
1158,0
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,1
1166,1
1167,0
1168,0
1169,1
1170,0
1171,1
1172,1
1173,0
1174,0
1175,1
1176,0
1177,1
1178,0
1179,1
1180,1
1181,1
1182,1
1183,0
1184,0
1185,1
1186,0
1187,1
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,1
1201,0
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,0
1215,1
1216,1
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,0
1234,1
1235,1
1236,0
1237,0
1238,1
1239,0
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,0
1249,0
1250,1
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,1
1258,0
1259,0
1260,1
1261,0
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,1
1274,0
1275,1
1276,1
1277,0
1278,1
1279,1
1280,0
1281,1
1282,0
1283,0
1284,1
1285,1
1286,1
1287,1
1288,0
1289,1
1290,0
1291,0
1292,1
1293,1
1294,1
1295,1
1296,0
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,1
1304,1
1305,1
1306,0
1307,1
1308,1
1309,0
1310,1
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,1
1319,0
1320,1
1321,1
1322,0
1323,1
1324,0
1325,1
1326,1
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,1
1335,1
1336,1
1337,0
1338,0
1339,1
1340,1
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,0
1353,0
1354,1
1355,1
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,1
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,1
1376,1
1377,0
1378,1
1379,1
1380,0
1381,0
1382,1
1383,1
1384,1
1385,0
1386,1
1387,1
1388,0
1389,1
1390,1
1391,1
1392,0
1393,1
1394,1
1395,1
1396,1
1397,1
1398,0
1399,0
1400,1
1401,0
1402,1
1403,1
1404,0
1405,0
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,1
1425,1
1426,0
1427,0
1428,0
1429,0
1430,1
1431,1
1432,1
1433,0
1434,1
1435,0
1436,0
1437,1
1438,0
1439,1
1440,1
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,1
1448,1
1449,0
1450,0
1451,0
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,0
1459,1
1460,0
1461,1
1462,0
1463,1
1464,0
1465,0
1466,1
1467,1
1468,0
1469,1
1470,0
1471,0
1472,1
1473,1
1474,0
1475,1
1476,1
1477,0
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,0
1491,1
1492,0
1493,1
1494,1
1495,1
1496,1
1497,0
1498,1
1499,1
1500,1
1501,1
1502,1
1503,0
1504,1
1505,1
1506,0
1507,1
1508,0
1509,0
1510,0
1511,0
1512,1
1513,0
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,1
1522,1
1523,0
1524,0
1525,1
1526,1
1527,1
1528,1
1529,0
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,1
1537,1
1538,1
1539,0
1540,0
1541,1
1542,1
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,1
1554,1
1555,0
1556,0
1557,0
1558,1
1559,0
1560,1
1561,1
1562,1
1563,0
1564,1
1565,1
1566,0
1567,0
1568,1
1569,0
1570,1
1571,1
1572,1
1573,1
1574,0
1575,1
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,0
1583,0
1584,0
1585,0
1586,1
1587,1
1588,1
1589,0
1590,0
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,0
1598,1
1599,1
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,0
1608,1
1609,1
1610,1
1611,1
1612,0
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,1
1627,1
1628,1
1629,0
1630,1
1631,0
1632,0
1633,0
1634,1
1635,1
1636,0
1637,0
1638,1
1639,1
1640,0
1641,1
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,1
1657,1
1658,1
1659,1
1660,1
1661,0
1662,1
1663,1
1664,1
1665,0
1666,0
1667,0
1668,1
1669,0
1670,1
1671,0
1672,1
1673,1
1674,0
1675,1
1676,0
1677,1
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,0
1696,1
1697,1
1698,0
1699,0
1700,1
1701,1
1702,0
1703,1
1704,1
1705,1
1706,1
1707,0
1708,1
1709,0
1710,0
1711,1
1712,1
1713,0
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,0
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,1
1734,0
1735,0
1736,0
1737,1
1738,1
1739,0
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,1
1747,1
1748,0
1749,0
1750,1
1751,1
1752,1
1753,1
1754,0
1755,1
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,1
1772,1
1773,0
1774,0
1775,0
1776,0
1777,1
1778,0
1779,0
1780,1
1781,0
1782,0
1783,0
1784,1
1785,0
1786,1
1787,1
1788,0
1789,0
1790,1
1791,1
1792,0
1793,1
1794,0
1795,1
1796,0
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,0
1809,1
1810,1
1811,0
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,0
1820,0
1821,0
1822,1
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,1
1831,0
1832,1
1833,0
1834,1
1835,1
1836,1
1837,0
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,0
1853,0
1854,1
1855,1
1856,1
1857,0
1858,1
1859,1
1860,1
1861,0
1862,1
1863,1
1864,1
1865,0
1866,1
1867,1
1868,1
1869,0
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,0
1883,1
1884,0
1885,0
1886,0
1887,1
1888,0
1889,1
1890,0
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,1
1898,1
1899,1
1900,0
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,1
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,1
1916,1
1917,0
1918,0
1919,1
1920,1
1921,0
1922,0
1923,0
1924,1
1925,1
1926,1
1927,0
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,1
1935,0
1936,0
1937,0
1938,1
1939,0
1940,1
